tvoc,eco2,iaq
0.195,467,1.58
0.195,469,1.58
0.195,466,1.59
0.196,470,1.59
0.196,476,1.59
0.196,461,1.59
0.197,469,1.59
0.197,461,1.59
0.197,476,1.59
0.197,469,1.59
0.197,470,1.59
0.197,475,1.59
0.197,474,1.59
0.198,470,1.59
0.198,473,1.59
0.198,461,1.59
0.198,479,1.59
0.199,477,1.6
0.199,475,1.6
0.199,470,1.6
0.199,468,1.6
0.199,465,1.6
0.199,477,1.6
0.199,466,1.6
0.199,476,1.6
0.199,469,1.6
0.198,469,1.6
0.199,467,1.6
0.198,475,1.59
0.198,459,1.59
0.198,473,1.59
0.197,462,1.59
0.198,460,1.59
0.198,466,1.59
0.198,473,1.59
0.198,474,1.59
0.198,467,1.59
0.198,467,1.59
0.197,471,1.59
0.197,469,1.59
0.197,471,1.59
0.197,476,1.59
0.197,470,1.59
0.196,464,1.59
0.197,464,1.59
0.196,460,1.59
0.196,469,1.59
0.197,467,1.59
0.196,469,1.59
0.196,463,1.59
0.196,475,1.59
0.196,461,1.59
0.195,478,1.59
0.195,468,1.58
0.195,463,1.58
0.195,471,1.58
0.194,475,1.58
0.195,466,1.58
0.195,459,1.58
0.195,466,1.58
0.194,475,1.58
0.194,460,1.58
0.194,459,1.58
0.194,473,1.58
0.194,475,1.58
0.194,465,1.58
0.193,477,1.58
0.193,472,1.58
0.194,464,1.58
0.194,462,1.58
0.193,463,1.58
0.194,461,1.58
0.194,466,1.58
0.194,468,1.58
0.194,460,1.58
0.193,477,1.58
0.193,464,1.58
0.194,458,1.58
0.193,469,1.58
0.193,464,1.58
0.193,471,1.58
0.193,466,1.58
0.194,463,1.58
0.194,461,1.58
0.193,464,1.58
0.193,459,1.58
0.193,476,1.58
0.193,470,1.58
0.194,462,1.58
0.194,462,1.58
0.193,463,1.58
0.193,474,1.58
0.193,464,1.58
0.192,466,1.58
0.192,475,1.58
0.192,463,1.57
0.191,462,1.57
0.192,475,1.58
0.192,473,1.58
0.192,476,1.58
0.192,461,1.58
0.192,460,1.58
0.192,473,1.58
0.192,458,1.58
0.192,460,1.58
0.192,464,1.57
0.191,472,1.57
0.191,475,1.57
0.191,461,1.57
0.19,461,1.57
0.191,475,1.57
0.191,474,1.57
0.191,463,1.57
0.191,467,1.57
0.192,468,1.58
0.192,457,1.57
0.192,459,1.57
0.191,468,1.57
0.191,476,1.57
0.191,467,1.57
0.191,473,1.57
0.191,465,1.57
0.191,465,1.57
0.19,474,1.57
0.19,470,1.57
0.19,467,1.57
0.191,462,1.57
0.191,477,1.57
0.191,468,1.57
0.191,473,1.57
0.191,473,1.57
0.191,461,1.57
0.191,462,1.57
0.191,465,1.57
0.191,463,1.57
0.191,463,1.57
0.192,475,1.57
0.192,471,1.58
0.192,475,1.58
0.192,458,1.58
0.192,474,1.57
0.192,463,1.58
0.191,460,1.57
0.191,457,1.57
0.191,461,1.57
0.191,466,1.57
0.191,462,1.57
0.19,476,1.57
0.19,476,1.57
0.19,472,1.57
0.191,468,1.57
0.191,466,1.57
0.19,468,1.57
0.191,474,1.57
0.19,471,1.57
0.19,459,1.57
0.19,458,1.57
0.191,473,1.57
0.19,472,1.57
0.19,462,1.57
0.19,468,1.57
0.19,472,1.57
0.191,462,1.57
0.191,462,1.57
0.19,473,1.57
0.191,473,1.57
0.191,461,1.57
0.191,465,1.57
0.191,464,1.57
0.191,473,1.57
0.191,476,1.57
0.191,463,1.57
0.191,458,1.57
0.191,472,1.57
0.191,469,1.57
0.191,458,1.57
0.191,476,1.57
0.191,461,1.57
0.191,471,1.57
0.191,465,1.57
0.191,460,1.57
0.191,472,1.57
0.191,475,1.57
0.191,468,1.57
0.19,469,1.57
0.19,476,1.57
0.19,475,1.57
0.19,471,1.57
0.19,463,1.57
0.19,469,1.57
0.19,475,1.57
0.19,472,1.57
0.19,458,1.57
0.19,456,1.57
0.19,476,1.57
0.19,458,1.57
0.189,465,1.57
0.189,473,1.57
0.19,474,1.57
0.19,460,1.57
0.19,457,1.57
0.19,470,1.57
0.19,470,1.57
0.19,468,1.57
0.19,461,1.57
0.189,475,1.57
0.189,457,1.57
0.19,471,1.57
0.19,457,1.57
0.189,475,1.57
0.189,470,1.57
0.189,462,1.57
0.189,457,1.57
0.189,467,1.57
0.189,472,1.57
0.189,473,1.57
0.189,472,1.57
0.189,463,1.57
0.189,472,1.57
0.188,475,1.56
0.188,461,1.57
0.188,458,1.56
0.188,472,1.56
0.188,468,1.56
0.188,461,1.56
0.188,464,1.56
0.188,466,1.57
0.188,475,1.56
0.189,470,1.57
0.188,464,1.56
0.188,469,1.56
0.188,467,1.56
0.188,471,1.56
0.188,473,1.56
0.188,464,1.56
0.187,473,1.56
0.187,460,1.56
0.187,457,1.56
0.186,469,1.56
0.187,461,1.56
0.187,463,1.56
0.187,464,1.56
0.187,457,1.56
0.187,456,1.56
0.187,458,1.56
0.187,471,1.56
0.187,471,1.56
0.186,464,1.56
0.186,457,1.56
0.186,474,1.56
0.186,473,1.56
0.186,471,1.56
0.186,459,1.56
0.185,471,1.56
0.185,460,1.56
0.185,463,1.56
0.185,455,1.55
0.185,460,1.55
0.185,471,1.55
0.184,469,1.55
0.184,458,1.55
0.185,469,1.55
0.184,455,1.55
0.184,462,1.55
0.185,464,1.55
0.184,456,1.55
0.185,474,1.55
0.185,470,1.56
0.185,455,1.56
0.185,465,1.56
0.185,475,1.56
0.185,472,1.56
0.186,461,1.56
0.186,457,1.56
0.186,474,1.56
0.186,462,1.56
0.186,458,1.56
0.187,468,1.56
0.186,473,1.56
0.186,469,1.56
0.187,456,1.56
0.186,472,1.56
0.186,471,1.56
0.186,459,1.56
0.186,475,1.56
0.186,469,1.56
0.186,474,1.56
0.185,473,1.56
0.185,464,1.55
0.185,472,1.55
0.184,461,1.55
0.184,469,1.55
0.183,457,1.55
0.184,472,1.55
0.184,458,1.55
0.184,462,1.55
0.185,459,1.55
0.185,474,1.55
0.184,474,1.55
0.185,459,1.55
0.184,458,1.55
0.184,472,1.55
0.184,468,1.55
0.184,467,1.55
0.183,464,1.55
0.184,461,1.55
0.183,470,1.55
0.184,473,1.55
0.183,460,1.55
0.183,455,1.55
0.183,467,1.55
0.183,472,1.55
0.183,458,1.55
0.183,469,1.55
0.183,468,1.55
0.183,459,1.55
0.183,466,1.55
0.183,469,1.55
0.183,464,1.55
0.183,466,1.55
0.182,457,1.55
0.182,469,1.54
0.181,460,1.54
0.182,472,1.55
0.182,458,1.55
0.182,455,1.54
0.181,462,1.54
0.182,469,1.54
0.182,466,1.54
0.182,462,1.55
0.181,465,1.54
0.182,467,1.54
0.181,456,1.54
0.181,454,1.54
0.181,467,1.54
0.181,471,1.54
0.181,463,1.54
0.18,458,1.54
0.18,459,1.54
0.18,467,1.54
0.18,464,1.54
0.181,458,1.54
0.18,464,1.54
0.18,458,1.54
0.18,470,1.54
0.18,458,1.54
0.18,460,1.54
0.18,466,1.54
0.18,455,1.54
0.18,463,1.54
0.18,463,1.54
0.179,457,1.54
0.179,466,1.54
0.18,455,1.54
0.18,453,1.54
0.18,456,1.54
0.18,465,1.54
0.18,459,1.54
0.179,457,1.54
0.18,463,1.54
0.18,462,1.54
0.18,457,1.54
0.18,464,1.54
0.18,472,1.54
0.18,454,1.54
0.18,458,1.54
0.179,462,1.54
0.18,455,1.54
0.179,455,1.54
0.179,461,1.54
0.179,466,1.54
0.179,466,1.54
0.179,463,1.54
0.179,457,1.54
0.178,454,1.54
0.179,456,1.54
0.179,472,1.54
0.179,469,1.54
0.179,453,1.54
0.179,472,1.54
0.179,469,1.54
0.179,465,1.54
0.179,466,1.54
0.179,456,1.54
0.178,464,1.54
0.178,453,1.53
0.178,460,1.53
0.178,468,1.53
0.178,472,1.53
0.177,457,1.53
0.177,465,1.53
0.177,458,1.53
0.178,461,1.53
0.177,464,1.53
0.178,467,1.53
0.178,471,1.53
0.178,469,1.53
0.177,469,1.53
0.178,455,1.53
0.178,462,1.53
0.179,472,1.54
0.179,468,1.54
0.179,471,1.54
0.18,466,1.54
0.179,456,1.54
0.179,461,1.54
0.179,470,1.54
0.18,461,1.54
0.18,468,1.54
0.18,461,1.54
0.18,467,1.54
0.18,472,1.54
0.18,467,1.54
0.18,461,1.54
0.18,466,1.54
0.18,464,1.54
0.18,455,1.54
0.18,457,1.54
0.18,464,1.54
0.18,459,1.54
0.18,468,1.54
0.18,453,1.54
0.18,458,1.54
0.18,469,1.54
0.18,472,1.54
0.181,468,1.54
0.18,455,1.54
0.18,468,1.54
0.18,461,1.54
0.18,455,1.54
0.18,463,1.54
0.18,467,1.54
0.18,472,1.54
0.18,458,1.54
0.18,455,1.54
0.18,469,1.54
0.18,457,1.54
0.18,454,1.54
0.18,464,1.54
0.179,462,1.54
0.179,466,1.54
0.179,463,1.54
0.18,464,1.54
0.18,467,1.54
0.18,458,1.54
0.18,470,1.54
0.179,471,1.54
0.18,462,1.54
0.179,459,1.54
0.18,468,1.54
0.179,456,1.54
0.18,457,1.54
0.179,459,1.54
0.179,470,1.54
0.179,464,1.54
0.18,457,1.54
0.179,455,1.54
0.179,464,1.54
0.179,462,1.54
0.179,458,1.54
0.179,468,1.54
0.179,458,1.54
0.179,456,1.54
0.18,472,1.54
0.179,457,1.54
0.179,459,1.54
0.179,473,1.54
0.179,462,1.54
0.18,472,1.54
0.18,462,1.54
0.18,473,1.54
0.18,459,1.54
0.18,463,1.54
0.18,471,1.54
0.18,471,1.54
0.181,454,1.54
0.181,463,1.54
0.181,461,1.54
0.181,453,1.54
0.18,466,1.54
0.181,459,1.54
0.181,473,1.54
0.181,454,1.54
0.181,457,1.54
0.182,467,1.55
0.182,461,1.55
0.182,461,1.54
0.182,472,1.55
0.182,463,1.55
0.182,472,1.54
0.182,459,1.55
0.182,457,1.55
0.182,461,1.55
0.182,468,1.55
0.183,455,1.55
0.183,459,1.55
0.182,472,1.55
0.182,469,1.55
0.182,461,1.55
0.182,454,1.55
0.181,472,1.54
0.181,460,1.54
0.181,461,1.54
0.181,455,1.54
0.181,468,1.54
0.181,460,1.54
0.181,456,1.54
0.181,473,1.54
0.182,473,1.55
0.182,465,1.55
0.182,462,1.55
0.182,469,1.54
0.181,469,1.54
0.181,471,1.54
0.181,455,1.54
0.181,461,1.54
0.181,458,1.54
0.18,454,1.54
0.18,456,1.54
0.18,472,1.54
0.18,467,1.54
0.179,468,1.54
0.179,468,1.54
0.179,463,1.54
0.18,466,1.54
0.179,459,1.54
0.179,466,1.54
0.179,463,1.54
0.179,457,1.54
0.178,470,1.54
0.179,460,1.54
0.178,456,1.54
0.179,465,1.54
0.179,453,1.54
0.178,471,1.53
0.179,458,1.54
0.179,456,1.54
0.179,464,1.54
0.179,471,1.54
0.179,458,1.54
0.179,453,1.54
0.179,472,1.54
0.179,458,1.54
0.179,453,1.54
0.18,469,1.54
0.179,470,1.54
0.18,455,1.54
0.18,462,1.54
0.18,467,1.54
0.179,459,1.54
0.179,454,1.54
0.179,462,1.54
0.179,472,1.54
0.18,461,1.54
0.179,467,1.54
0.179,456,1.54
0.18,464,1.54
0.18,459,1.54
0.18,471,1.54
0.18,470,1.54
0.18,466,1.54
0.18,468,1.54
0.18,462,1.54
0.18,471,1.54
0.18,458,1.54
0.18,468,1.54
0.181,471,1.54
0.181,463,1.54
0.182,462,1.55
0.181,461,1.54
0.182,458,1.55
0.182,466,1.55
0.182,464,1.55
0.182,455,1.55
0.182,455,1.55
0.182,469,1.55
0.182,463,1.55
0.183,467,1.55
0.182,471,1.55
0.183,457,1.55
0.183,466,1.55
0.183,472,1.55
0.183,469,1.55
0.183,473,1.55
0.183,457,1.55
0.184,468,1.55
0.184,473,1.55
0.184,464,1.55
0.184,466,1.55
0.184,467,1.55
0.184,465,1.55
0.184,472,1.55
0.184,469,1.55
0.185,464,1.55
0.185,472,1.55
0.185,459,1.56
0.186,461,1.56
0.185,465,1.56
0.185,462,1.56
0.185,465,1.55
0.185,475,1.56
0.185,474,1.56
0.186,470,1.56
0.186,472,1.56
0.186,470,1.56
0.185,463,1.56
0.185,471,1.56
0.185,474,1.56
0.186,471,1.56
0.185,473,1.56
0.185,460,1.56
0.186,468,1.56
0.186,459,1.56
0.186,472,1.56
0.186,475,1.56
0.186,473,1.56
0.186,459,1.56
0.185,457,1.56
0.185,461,1.56
0.185,463,1.56
0.185,471,1.56
0.185,459,1.55
0.185,457,1.55
0.185,464,1.55
0.185,474,1.55
0.185,470,1.55
0.184,470,1.55
0.184,461,1.55
0.184,472,1.55
0.184,463,1.55
0.184,473,1.55
0.185,465,1.55
0.184,474,1.55
0.184,468,1.55
0.184,454,1.55
0.183,461,1.55
0.183,462,1.55
0.183,454,1.55
0.183,472,1.55
0.183,460,1.55
0.183,457,1.55
0.184,458,1.55
0.183,461,1.55
0.184,456,1.55
0.184,459,1.55
0.184,465,1.55
0.184,462,1.55
0.184,474,1.55
0.184,466,1.55
0.184,464,1.55
0.184,457,1.55
0.185,457,1.55
0.184,458,1.55
0.184,471,1.55
0.184,457,1.55
0.184,464,1.55
0.184,466,1.55
0.184,459,1.55
0.184,456,1.55
0.184,457,1.55
0.184,474,1.55
0.184,468,1.55
0.184,468,1.55
0.184,463,1.55
0.184,459,1.55
0.185,459,1.55
0.184,470,1.55
0.184,455,1.55
0.184,473,1.55
0.184,459,1.55
0.183,459,1.55
0.183,462,1.55
0.183,463,1.55
0.183,470,1.55
0.183,469,1.55
0.183,468,1.55
0.183,466,1.55
0.182,469,1.55
0.182,468,1.55
0.182,459,1.55
0.182,470,1.55
0.182,458,1.55
0.182,460,1.55
0.182,464,1.55
0.183,455,1.55
0.183,454,1.55
0.183,469,1.55
0.183,467,1.55
0.183,465,1.55
0.183,471,1.55
0.183,458,1.55
0.182,458,1.55
0.183,459,1.55
0.183,459,1.55
0.183,463,1.55
0.183,464,1.55
0.183,463,1.55
0.183,473,1.55
0.183,470,1.55
0.183,465,1.55
0.183,464,1.55
0.183,472,1.55
0.183,463,1.55
0.183,464,1.55
0.183,474,1.55
0.184,469,1.55
0.184,473,1.55
0.183,468,1.55
0.184,464,1.55
0.184,464,1.55
0.184,472,1.55
0.183,463,1.55
0.184,470,1.55
0.184,455,1.55
0.184,470,1.55
0.184,467,1.55
0.184,461,1.55
0.184,461,1.55
0.184,462,1.55
0.184,463,1.55
0.184,456,1.55
0.184,465,1.55
0.184,459,1.55
0.184,464,1.55
0.184,474,1.55
0.184,463,1.55
0.184,468,1.55
0.184,473,1.55
0.183,459,1.55
0.184,466,1.55
0.184,464,1.55
0.184,472,1.55
0.184,463,1.55
0.185,465,1.55
0.184,467,1.55
0.184,461,1.55
0.184,472,1.55
0.184,455,1.55
0.184,463,1.55
0.184,471,1.55
0.184,473,1.55
0.184,460,1.55
0.183,457,1.55
0.184,455,1.55
0.183,463,1.55
0.183,459,1.55
0.183,462,1.55
0.183,472,1.55
0.184,469,1.55
0.184,455,1.55
0.184,456,1.55
0.184,461,1.55
0.184,458,1.55
0.184,469,1.55
0.184,456,1.55
0.184,472,1.55
0.185,457,1.55
0.184,466,1.55
0.184,467,1.55
0.184,457,1.55
0.184,460,1.55
0.184,456,1.55
0.184,472,1.55
0.185,472,1.55
0.185,470,1.55
0.185,470,1.55
0.185,474,1.56
0.185,467,1.56
0.186,470,1.56
0.186,470,1.56
0.186,464,1.56
0.186,469,1.56
0.186,465,1.56
0.186,472,1.56
0.187,462,1.56
0.186,461,1.56
0.186,471,1.56
0.186,473,1.56
0.187,457,1.56
0.186,470,1.56
0.186,472,1.56
0.186,458,1.56
0.186,466,1.56
0.185,471,1.56
0.186,465,1.56
0.186,456,1.56
0.185,469,1.56
0.185,457,1.56
0.185,456,1.56
0.186,463,1.56
0.186,457,1.56
0.186,462,1.56
0.187,456,1.56
0.187,473,1.56
0.187,460,1.56
0.186,468,1.56
0.186,472,1.56
0.187,461,1.56
0.186,467,1.56
0.186,461,1.56
0.186,473,1.56
0.185,467,1.56
0.186,458,1.56
0.186,463,1.56
0.185,458,1.56
0.186,474,1.56
0.186,463,1.56
0.185,461,1.56
0.185,472,1.56
0.185,469,1.56
0.185,456,1.56
0.185,474,1.56
0.185,466,1.55
0.185,472,1.56
0.185,462,1.55
0.184,456,1.55
0.184,471,1.55
0.185,455,1.55
0.185,473,1.55
0.185,467,1.55
0.184,469,1.55
0.184,465,1.55
0.184,462,1.55
0.185,471,1.55
0.185,472,1.55
0.185,458,1.56
0.185,459,1.56
0.185,458,1.56
0.185,467,1.56
0.186,457,1.56
0.185,458,1.56
0.186,465,1.56
0.186,474,1.56
0.186,458,1.56
0.186,458,1.56
0.186,470,1.56
0.186,474,1.56
0.186,463,1.56
0.186,470,1.56
0.186,463,1.56
0.187,461,1.56
0.187,475,1.56
0.188,469,1.56
0.188,469,1.56
0.188,457,1.56
0.187,468,1.56
0.187,475,1.56
0.188,467,1.56
0.187,469,1.56
0.188,466,1.56
0.188,459,1.56
0.188,472,1.56
0.188,461,1.56
0.188,465,1.56
0.188,466,1.56
0.187,456,1.56
0.188,458,1.56
0.188,470,1.56
0.189,475,1.57
0.188,458,1.56
0.188,475,1.57
0.189,462,1.57
0.188,465,1.56
0.188,472,1.56
0.188,459,1.56
0.188,466,1.56
0.188,468,1.56
0.188,472,1.56
0.188,471,1.56
0.189,457,1.57
0.189,470,1.57
0.189,470,1.57
0.189,463,1.57
0.189,475,1.57
0.188,459,1.56
0.188,465,1.56
0.189,472,1.57
0.189,461,1.57
0.189,461,1.57
0.189,462,1.57
0.189,467,1.57
0.188,473,1.57
0.189,472,1.57
0.188,469,1.57
0.188,466,1.57
0.189,461,1.57
0.189,472,1.57
0.189,476,1.57
0.19,463,1.57
0.19,458,1.57
0.19,465,1.57
0.19,457,1.57
0.19,461,1.57
0.19,475,1.57
0.19,464,1.57
0.19,459,1.57
0.19,471,1.57
0.19,464,1.57
0.19,471,1.57
0.19,471,1.57
0.19,472,1.57
0.19,465,1.57
0.19,460,1.57
0.19,469,1.57
0.19,458,1.57
0.19,468,1.57
0.189,462,1.57
0.189,461,1.57
0.189,461,1.57
0.19,476,1.57
0.189,473,1.57
0.189,460,1.57
0.189,470,1.57
0.189,464,1.57
0.189,465,1.57
0.189,460,1.57
0.189,472,1.57
0.189,462,1.57
0.188,475,1.57
0.189,474,1.57
0.188,475,1.56
0.188,463,1.56
0.188,461,1.56
0.188,457,1.57
0.189,471,1.57
0.188,460,1.57
0.188,470,1.57
0.189,463,1.57
0.189,459,1.57
0.189,470,1.57
0.189,476,1.57
0.189,459,1.57
0.189,469,1.57
0.189,457,1.57
0.189,465,1.57
0.189,476,1.57
0.189,467,1.57
0.189,474,1.57
0.189,463,1.57
0.189,458,1.57
0.189,471,1.57
0.188,458,1.56
0.188,466,1.56
0.188,470,1.56
0.188,464,1.56
0.188,474,1.56
0.188,465,1.56
0.188,474,1.56
0.188,463,1.56
0.187,459,1.56
0.187,468,1.56
0.187,473,1.56
0.187,459,1.56
0.187,457,1.56
0.186,472,1.56
0.186,468,1.56
0.185,456,1.56
0.186,472,1.56
0.186,459,1.56
0.186,472,1.56
0.186,458,1.56
0.186,465,1.56
0.186,462,1.56
0.186,457,1.56
0.186,460,1.56
0.186,461,1.56
0.187,464,1.56
0.186,468,1.56
0.187,460,1.56
0.187,463,1.56
0.187,461,1.56
0.187,469,1.56
0.186,458,1.56
0.186,462,1.56
0.186,472,1.56
0.186,456,1.56
0.186,465,1.56
0.186,459,1.56
0.186,466,1.56
0.187,459,1.56
0.187,473,1.56
0.187,474,1.56
0.187,466,1.56
0.187,470,1.56
0.187,470,1.56
0.187,457,1.56
0.187,472,1.56
0.187,466,1.56
0.187,459,1.56
0.188,472,1.56
0.188,472,1.56
0.188,465,1.56
0.187,456,1.56
0.187,462,1.56
0.187,464,1.56
0.187,458,1.56
0.187,474,1.56
0.187,475,1.56
0.187,475,1.56
0.187,474,1.56
0.187,463,1.56
0.187,463,1.56
0.187,465,1.56
0.187,456,1.56
0.187,469,1.56
0.187,470,1.56
0.186,460,1.56
0.186,462,1.56
0.186,466,1.56
0.186,463,1.56
0.186,474,1.56
0.186,460,1.56
0.185,467,1.56
0.186,472,1.56
0.186,461,1.56
0.186,456,1.56
0.186,466,1.56
0.186,464,1.56
0.186,465,1.56
0.186,471,1.56
0.186,455,1.56
0.186,467,1.56
0.185,458,1.56
0.186,472,1.56
0.186,470,1.56
0.186,463,1.56
0.186,475,1.56
0.185,465,1.56
0.185,462,1.56
0.186,464,1.56
0.186,466,1.56
0.186,473,1.56
0.186,475,1.56
0.186,465,1.56
0.185,466,1.56
0.185,459,1.56
0.185,462,1.56
0.185,465,1.55
0.185,468,1.56
0.186,470,1.56
0.186,460,1.56
0.186,467,1.56
0.187,463,1.56
0.186,456,1.56
0.186,456,1.56
0.186,463,1.56
0.185,463,1.56
0.185,467,1.56
0.185,466,1.56
0.186,464,1.56
0.185,470,1.56
0.185,470,1.55
0.185,465,1.56
0.185,457,1.56
0.185,470,1.56
0.185,464,1.55
0.185,462,1.55
0.184,465,1.55
0.185,465,1.55
0.184,468,1.55
0.184,456,1.55
0.184,460,1.55
0.184,455,1.55
0.183,474,1.55
0.184,471,1.55
0.184,461,1.55
0.184,462,1.55
0.183,455,1.55
0.183,461,1.55
0.182,468,1.55
0.183,470,1.55
0.183,459,1.55
0.183,472,1.55
0.183,463,1.55
0.183,466,1.55
0.184,456,1.55
0.183,454,1.55
0.183,462,1.55
0.183,465,1.55
0.183,469,1.55
0.183,470,1.55
0.183,468,1.55
0.183,459,1.55
0.183,460,1.55
0.183,462,1.55
0.184,463,1.55
0.183,471,1.55
0.183,472,1.55
0.183,472,1.55
0.183,458,1.55
0.183,465,1.55
0.183,458,1.55
0.183,459,1.55
0.182,473,1.55
0.182,468,1.55
0.182,463,1.55
0.183,466,1.55
0.183,465,1.55
0.182,454,1.55
0.183,471,1.55
0.183,461,1.55
0.183,474,1.55
0.183,462,1.55
0.183,458,1.55
0.184,455,1.55
0.184,465,1.55
0.184,474,1.55
0.184,472,1.55
0.185,468,1.55
0.185,463,1.55
0.184,473,1.55
0.184,473,1.55
0.184,459,1.55
0.184,473,1.55
0.184,455,1.55
0.184,469,1.55
0.184,473,1.55
0.184,467,1.55
0.184,469,1.55
0.184,470,1.55
0.184,456,1.55
0.185,468,1.55
0.185,456,1.55
0.185,456,1.55
0.185,474,1.55
0.184,464,1.55
0.185,464,1.55
0.185,457,1.56
0.185,469,1.55
0.184,473,1.55
0.184,462,1.55
0.185,465,1.55
0.185,461,1.56
0.185,470,1.55
0.185,467,1.56
0.185,458,1.55
0.185,471,1.56
0.185,469,1.55
0.185,457,1.55
0.184,463,1.55
0.184,455,1.55
0.184,465,1.55
0.184,456,1.55
0.184,469,1.55
0.183,456,1.55
0.183,465,1.55
0.183,471,1.55
0.183,463,1.55
0.182,474,1.55
0.182,471,1.55
0.183,470,1.55
0.183,473,1.55
0.183,473,1.55
0.182,458,1.55
0.182,458,1.55
0.182,463,1.55
0.182,474,1.55
0.182,466,1.55
0.182,463,1.55
0.183,471,1.55
0.182,457,1.55
0.183,473,1.55
0.182,473,1.55
0.182,454,1.55
0.182,459,1.55
0.182,470,1.55
0.182,471,1.55
0.183,455,1.55
0.183,455,1.55
0.183,466,1.55
0.183,465,1.55
0.184,473,1.55
0.183,464,1.55
0.184,471,1.55
0.184,458,1.55
0.184,459,1.55
0.183,463,1.55
0.183,455,1.55
0.184,460,1.55
0.183,465,1.55
0.183,472,1.55
0.183,462,1.55
0.183,463,1.55
0.183,471,1.55
0.183,459,1.55
0.183,466,1.55
0.184,455,1.55
0.183,463,1.55
0.183,469,1.55
0.183,454,1.55
0.183,471,1.55
0.183,456,1.55
0.183,456,1.55
0.183,464,1.55
0.183,462,1.55
0.184,472,1.55
0.183,455,1.55
0.183,455,1.55
0.183,468,1.55
0.183,469,1.55
0.183,461,1.55
0.183,455,1.55
0.183,455,1.55
0.183,462,1.55
0.183,474,1.55
0.183,465,1.55
0.182,466,1.55
0.182,459,1.55
0.182,469,1.55
0.182,473,1.55
0.182,471,1.55
0.182,459,1.55
0.182,473,1.55
0.182,458,1.55
0.183,461,1.55
0.183,460,1.55
0.183,468,1.55
0.183,466,1.55
0.183,470,1.55
0.183,465,1.55
0.183,474,1.55
0.182,464,1.55
0.182,474,1.55
0.182,455,1.55
0.182,464,1.55
0.182,467,1.55
0.182,472,1.55
0.183,469,1.55
0.183,471,1.55
0.183,468,1.55
0.183,474,1.55
0.183,460,1.55
0.183,463,1.55
0.183,472,1.55
0.182,459,1.55
0.182,462,1.55
0.183,468,1.55
0.182,469,1.55
0.183,470,1.55
0.182,457,1.55
0.183,473,1.55
0.182,466,1.55
0.182,455,1.55
0.183,456,1.55
0.183,462,1.55
0.182,463,1.55
0.182,461,1.55
0.182,456,1.55
0.182,466,1.55
0.182,454,1.55
0.182,457,1.55
0.182,469,1.55
0.182,462,1.55
0.182,462,1.55
0.182,470,1.55
0.182,465,1.55
0.183,464,1.55
0.183,470,1.55
0.183,459,1.55
0.183,458,1.55
0.183,472,1.55
0.183,455,1.55
0.183,457,1.55
0.184,471,1.55
0.183,468,1.55
0.183,472,1.55
0.183,457,1.55
0.184,469,1.55
0.184,465,1.55
0.184,468,1.55
0.184,462,1.55
0.184,471,1.55
0.185,455,1.55
0.185,465,1.56
0.185,457,1.56
0.185,457,1.56
0.185,465,1.56
0.185,457,1.55
0.185,469,1.55
0.185,456,1.56
0.185,458,1.56
0.186,471,1.56
0.186,461,1.56
0.185,461,1.56
0.185,457,1.55
0.185,458,1.56
0.185,458,1.56
0.186,470,1.56
0.186,458,1.56
0.186,459,1.56
0.187,467,1.56
0.186,468,1.56
0.186,473,1.56
0.186,458,1.56
0.186,471,1.56
0.187,468,1.56
0.186,462,1.56
0.187,462,1.56
0.187,459,1.56
0.187,463,1.56
0.186,461,1.56
0.187,473,1.56
0.186,458,1.56
0.186,472,1.56
0.187,463,1.56
0.187,465,1.56
0.187,468,1.56
0.187,463,1.56
0.187,465,1.56
0.186,460,1.56
0.186,471,1.56
0.187,467,1.56
0.186,458,1.56
0.186,475,1.56
0.187,469,1.56
0.187,467,1.56
0.187,475,1.56
0.187,473,1.56
0.187,457,1.56
0.187,469,1.56
0.188,469,1.56
0.188,467,1.56
0.188,475,1.56
0.187,459,1.56
0.187,457,1.56
0.188,460,1.56
0.187,459,1.56
0.187,458,1.56
0.187,465,1.56
0.186,469,1.56
0.186,465,1.56
0.187,467,1.56
0.186,474,1.56
0.186,456,1.56
0.186,466,1.56
0.185,472,1.56
0.185,474,1.56
0.185,468,1.56
0.185,473,1.56
0.186,461,1.56
0.185,462,1.56
0.185,464,1.55
0.184,472,1.55
0.184,473,1.55
0.184,459,1.55
0.184,467,1.55
0.184,458,1.55
0.185,455,1.55
0.185,462,1.55
0.185,471,1.55
0.185,461,1.56
0.186,457,1.56
0.186,457,1.56
0.186,456,1.56
0.186,463,1.56
0.186,470,1.56
0.186,473,1.56
0.186,464,1.56
0.186,468,1.56
0.185,458,1.56
0.185,473,1.56
0.185,462,1.56
0.185,470,1.56
0.185,464,1.56
0.186,468,1.56
0.186,459,1.56
0.186,473,1.56
0.186,466,1.56
0.186,472,1.56
0.186,459,1.56
0.186,458,1.56
0.185,473,1.56
0.186,455,1.56
0.185,466,1.56
0.185,456,1.56
0.185,461,1.56
0.185,467,1.56
0.185,470,1.56
0.185,465,1.55
0.185,472,1.56
0.185,471,1.55
0.185,462,1.55
0.184,467,1.55
0.184,456,1.55
0.184,461,1.55
0.184,465,1.55
0.184,473,1.55
0.184,470,1.55
0.184,462,1.55
0.183,457,1.55
0.184,474,1.55
0.183,462,1.55
0.184,463,1.55
0.184,459,1.55
0.184,455,1.55
0.184,455,1.55
0.184,459,1.55
0.185,461,1.55
